FBtr0113685	1000	0	0	0	0
FBtr0304153	-1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	-1000	0	0	-0	0
FBtr0070088	1000	350	-15.1123	-0.0151123	-0.0431779
FBtr0307173	-1000	0	0	-0	0
FBtr0344738	1000	350	-29.387	-0.029387	-0.083963
FBtr0344739	1000	350	-29.387	-0.029387	-0.083963
FBtr0290017	1000	350	-29.387	-0.029387	-0.083963
FBtr0344737	1000	350	-29.387	-0.029387	-0.083963
FBtr0070087	1000	350	-21.9872	-0.0219872	-0.0628207
FBtr0070081	1000	350	-21.9872	-0.0219872	-0.0628207
FBtr0070086	1000	350	-21.9872	-0.0219872	-0.0628207
FBtr0343792	-1000	0	0	-0	0
FBtr0343793	-1000	0	0	-0	0
FBtr0290016	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0070084	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0340146	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0070085	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0070080	1000	350	-24.6894	-0.0246894	-0.0705411
FBtr0340145	1000	350	-22.6091	-0.0226091	-0.0645975
FBtr0070092	-1000	0	0	-0	0
FBtr0070093	-1000	0	0	-0	0
FBtr0346791	-1000	0	0	-0	0
FBtr0070079	1000	350	-26.5374	-0.0265374	-0.0758212
FBtr0070094	-1000	0	0	-0	0
FBtr0343501	1000	420	-11.6077	-0.0116077	-0.0276374
FBtr0070078	1000	420	-11.6077	-0.0116077	-0.0276374
FBtr0336920	1000	450	-13.8366	-0.0138366	-0.0307479
FBtr0336921	1000	450	-13.8366	-0.0138366	-0.0307479
FBtr0301337	-1000	0	0	-0	0
FBtr0339441	-1000	0	0	-0	0
FBtr0070095	-1000	0	0	-0	0
FBtr0300328	1000	350	-14.9007	-0.0149007	-0.0425734
FBtr0070077	1000	350	-14.9007	-0.0149007	-0.0425734
FBtr0336919	1000	350	-21.5604	-0.0215604	-0.0616012
FBtr0070076	1000	350	-21.0877	-0.0210877	-0.0602505
FBtr0112947	1000	350	-20.826	-0.020826	-0.0595029
FBtr0070097	-1000	0	0	-0	0
FBtr0339443	-1000	0	0	-0	0
FBtr0339442	-1000	0	0	-0	0
FBtr0070098	-1000	0	0	-0	0
FBtr0070099	-1000	0	0	-0	0
FBtr0070075	1000	350	-19.1073	-0.0191073	-0.0545923
FBtr0070100	-1000	0	0	-0	0
FBtr0070074	1000	350	-18.2544	-0.0182544	-0.0521553
FBtr0070073	1000	350	-16.1883	-0.0161883	-0.0462523
FBtr0342970	-1000	0	0	-0	0
FBtr0342969	1000	350	-17.5089	-0.0175089	-0.0500256
FBtr0342967	1000	350	-14.7155	-0.0147155	-0.0420442
FBtr0342968	1000	350	-14.7155	-0.0147155	-0.0420442
