FBtr0113685	1000	0	0	0	0
FBtr0304153	-1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	-1000	0	0	-0	0
FBtr0070088	1000	350	65.5892	0.0655892	0.187398
FBtr0307173	-1000	0	0	-0	0
FBtr0344738	1000	350	-2296.07	-2.29607	-6.5602
FBtr0344739	1000	350	-2296.07	-2.29607	-6.5602
FBtr0290017	1000	350	-2296.07	-2.29607	-6.5602
FBtr0344737	1000	350	-2296.07	-2.29607	-6.5602
FBtr0070087	1000	350	-2109.39	-2.10939	-6.02681
FBtr0070081	1000	350	-2109.39	-2.10939	-6.02681
FBtr0070086	1000	350	-2109.39	-2.10939	-6.02681
FBtr0343792	-1000	0	0	-0	0
FBtr0343793	-1000	0	0	-0	0
FBtr0290016	1000	350	-2810.78	-2.81078	-8.03079
FBtr0070084	1000	350	-2810.78	-2.81078	-8.03079
FBtr0340146	1000	350	-2810.78	-2.81078	-8.03079
FBtr0070085	1000	350	-2810.78	-2.81078	-8.03079
FBtr0070080	1000	350	-1950.18	-1.95018	-5.57195
FBtr0340145	1000	350	-1813.17	-1.81317	-5.18049
FBtr0070092	-1000	0	0	-0	0
FBtr0070093	-1000	0	0	-0	0
FBtr0346791	-1000	0	0	-0	0
FBtr0070079	1000	350	-2280.48	-2.28048	-6.51565
FBtr0070094	-1000	0	0	-0	0
FBtr0343501	1000	595	-1024.66	-1.02466	-1.72212
FBtr0070078	1000	595	-1024.66	-1.02466	-1.72212
FBtr0336920	1000	560	-1082.08	-1.08208	-1.93228
FBtr0336921	1000	560	-1082.08	-1.08208	-1.93228
FBtr0301337	-1000	0	0	-0	0
FBtr0339441	-1000	0	0	-0	0
FBtr0070095	-1000	0	0	-0	0
FBtr0300328	1000	350	-1866.17	-1.86617	-5.33192
FBtr0070077	1000	350	-1866.17	-1.86617	-5.33192
FBtr0336919	1000	350	-2704.77	-2.70477	-7.72791
FBtr0070076	1000	350	-1000.58	-1.00058	-2.8588
FBtr0112947	1000	350	-1720.83	-1.72083	-4.91664
FBtr0070097	-1000	0	0	-0	0
FBtr0339443	-1000	0	0	-0	0
FBtr0339442	-1000	0	0	-0	0
FBtr0070098	-1000	0	0	-0	0
FBtr0070099	-1000	0	0	-0	0
FBtr0070075	1000	350	-435.516	-0.435516	-1.24433
FBtr0070100	-1000	0	0	-0	0
FBtr0070074	1000	350	4052.86	4.05286	11.5796
FBtr0070073	1000	350	1474.11	1.47411	4.21174
FBtr0342970	-1000	0	0	-0	0
FBtr0342969	1000	350	-33.5624	-0.0335624	-0.0958926
FBtr0342967	1000	350	-195.084	-0.195084	-0.557382
FBtr0342968	1000	350	-195.084	-0.195084	-0.557382
FBtr0070072	1000	350	441.399	0.441399	1.26114
FBtr0308354	1000	350	-865.093	-0.865093	-2.47169
