FBtr0113685	1000	0	0	0	0
FBtr0304153	-1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	-1000	0	0	-0	0
FBtr0070088	1000	350	2059.3	2.0593	5.88372
FBtr0307173	-1000	0	0	-0	0
FBtr0344738	1000	350	1772.01	1.77201	5.06289
FBtr0344739	1000	350	1772.01	1.77201	5.06289
FBtr0290017	1000	350	1772.01	1.77201	5.06289
FBtr0344737	1000	350	1772.01	1.77201	5.06289
FBtr0070087	1000	350	3399.11	3.39911	9.71175
FBtr0070081	1000	350	3399.11	3.39911	9.71175
FBtr0070086	1000	350	3399.11	3.39911	9.71175
FBtr0343792	-1000	0	0	-0	0
FBtr0343793	-1000	0	0	-0	0
FBtr0290016	1000	350	720.431	0.720431	2.05838
FBtr0070084	1000	350	720.431	0.720431	2.05838
FBtr0340146	1000	350	720.431	0.720431	2.05838
FBtr0070085	1000	350	720.431	0.720431	2.05838
FBtr0070080	1000	350	601.464	0.601464	1.71847
FBtr0340145	1000	350	1502.27	1.50227	4.2922
FBtr0070092	-1000	0	0	-0	0
FBtr0070093	-1000	0	0	-0	0
FBtr0346791	-1000	0	0	-0	0
FBtr0070079	1000	350	837.971	0.837971	2.3942
FBtr0070094	-1000	0	0	-0	0
FBtr0343501	1000	411	1143.69	1.14369	2.78271
FBtr0070078	1000	411	1143.69	1.14369	2.78271
FBtr0336920	1000	406	1193.26	1.19326	2.93906
FBtr0336921	1000	406	1193.26	1.19326	2.93906
FBtr0301337	-1000	0	0	-0	0
FBtr0339441	-1000	0	0	-0	0
FBtr0070095	-1000	0	0	-0	0
FBtr0300328	1000	350	1046.22	1.04622	2.98919
FBtr0070077	1000	350	1046.22	1.04622	2.98919
FBtr0336919	1000	350	1322.32	1.32232	3.77805
FBtr0070076	1000	350	2663.54	2.66354	7.6101
FBtr0112947	1000	350	1778.08	1.77808	5.08022
FBtr0070097	-1000	0	0	-0	0
FBtr0339443	-1000	0	0	-0	0
FBtr0339442	-1000	0	0	-0	0
FBtr0070098	-1000	0	0	-0	0
FBtr0070099	-1000	0	0	-0	0
FBtr0070075	1000	350	-825.136	-0.825136	-2.35753
FBtr0070100	-1000	0	0	-0	0
FBtr0070074	1000	350	22.4912	0.0224912	0.0642607
FBtr0070073	1000	350	-843.8	-0.8438	-2.41086
FBtr0342970	-1000	0	0	-0	0
FBtr0342969	1000	350	-676.909	-0.676909	-1.93403
FBtr0342967	1000	350	-878.406	-0.878406	-2.50973
FBtr0342968	1000	350	-878.406	-0.878406	-2.50973
FBtr0070072	1000	350	-1187.34	-1.18734	-3.39239
FBtr0308354	1000	350	-818.045	-0.818045	-2.33727
FBtr0303213	1000	350	-818.045	-0.818045	-2.33727
FBtr0308360	1000	350	-821.694	-0.821694	-2.3477
FBtr0308359	1000	350	-821.694	-0.821694	-2.3477
